"PVWatts Hourly PV Performance Data"
"Requested Location","fairhope, AL"
"Solar Resource Data Location","NSRDB Lat/Lng: 30.53, -87.90"
"Latitude (degrees)", 30.53
"Longitude (degrees)", -87.90
"Elevation (m)","25.533332824707"
"DC System Size (kW)","1034"
"Module Type","Thin Film"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","16","20","0","0","15","2.5","0.1","0","15","0","0"
"4","16","21","0","0","15","2.8","0.1","0","15","0","0"
"4","16","22","0","0","14","2.9","0.1","0","14","0","0"
"4","16","23","0","0","13","2.9","0.1","0","13","0","0"
"4","17","0","0","0","13","2.8","0.1","0","13","0","0"
"4","17","1","0","0","12","2.6","0.1","0","12","0","0"
"4","17","2","0","0","11","2.5","0.1","0","11","0","0"
"4","17","3","0","0","11","2.3","0.1","0","11","0","0"
"4","17","4","0","0","11","2.3","0.1","0","11","0","0"
"4","17","5","0","0","11","2.5","0.1","0","0","0","0"
"4","17","6","71","87","13","2.4","0.1","95.224","15.174","80027.53","73093.513"
"4","17","7","142","188","15","2","0.1","242.369","21.031","212857.119","201216.421"
"4","17","8","581","191","18","1.9","0.1","574.259","32.599","495291.408","473642.94"
"4","17","9","635","238","20","1.4","0.1","772.247","41.844","640114.935","613334.794"
"4","17","10","576","323","21","0.5","0.1","878.304","52.285","696068.725","667305.919"
"4","17","11","489","391","22","0.2","0.1","893.908","56.843","693584.254","664909.483"
"4","17","12","561","358","23","0.3","0.1","927.04","58.036","717206.815","687695.003"
"4","17","13","931","119","23","0.6","0.1","974.444","56.796","764946.816","733743.385"
"4","17","14","587","237","23","1.1","0.1","700.865","44.306","576871.255","552332.089"
"4","17","15","838","98","22","1.9","0.1","600.728","37.302","514200.348","491881.862"
"4","17","16","685","72","21","2.6","0.1","327.702","28.226","275810.457","261939.073"
"4","17","17","381","55","19","2.9","0.1","99.191","20.954","66555.791","60099.131"
"4","17","18","0","0","17","3","0.1","0","17","0","0"
"4","17","19","0","0","17","3","0.1","0","17","0","0"
"4","17","20","0","0","17","2.8","0.1","0","17","0","0"
"4","17","21","0","0","16","2.7","0.1","0","16","0","0"
"4","17","22","0","0","16","2.6","0.1","0","16","0","0"
"4","17","23","0","0","15","2.5","0.1","0","15","0","0"
"4","18","0","0","0","15","2.4","0.1","0","15","0","0"
"4","18","1","0","0","15","2.4","0.1","0","15","0","0"
"4","18","2","0","0","15","2.3","0.1","0","15","0","0"
"4","18","3","0","0","15","2.2","0.1","0","15","0","0"
"4","18","4","0","0","15","2.2","0.1","0","15","0","0"
"4","18","5","0","0","16","2.3","0.1","0","0","0","0"
"4","18","6","0","6","17","2.8","0.1","5.545","17.119","4257.043","7.875"
"4","18","7","0","126","18","3.1","0.1","117.225","20.386","100784.421","93114.905"
"4","18","8","0","107","19","3.1","0.1","99.556","21.019","83731.719","76666.447"
"4","18","9","782","159","20","3.1","0.1","813.386","36.545","688486.128","659992.003"
"4","18","10","829","164","20","3","0.1","956.339","39.755","795547.722","763259.98"
"4","18","11","854","162","20","2.9","0.1","1026.059","41.547","845673.151","811609.266"
"4","18","12","854","160","21","2.9","0.1","1015.254","42.322","835036.771","801349.775"
"4","18","13","12","251","21","2.9","0.1","247.271","26.171","207717.691","196259.104"
"4","18","14","18","266","20","2.9","0.1","264.326","25.537","224577.648","212521.645"
"4","18","15","106","261","20","2.9","0.1","311.622","26.552","269044.926","255413.271"
"4","18","16","506","125","19","2.7","0.1","310.036","25.726","264499.035","251028.459"
"4","18","17","254","67","18","2.4","0.1","93.132","20.051","67242.056","60761.079"
"4","18","18","0","0","17","2.2","0.1","0","17","0","0"
"4","18","19","0","0","16","2","0.1","0","16","0","0"
"4","18","20","0","0","16","1.8","0.1","0","16","0","0"
"4","18","21","0","0","16","1.8","0.1","0","16","0","0"
"4","18","22","0","0","15","2","0.1","0","15","0","0"
"4","18","23","0","0","15","2.3","0.1","0","15","0","0"
"4","19","0","0","0","14","2.5","0.1","0","14","0","0"
"4","19","1","0","0","14","2.6","0.1","0","14","0","0"
"4","19","2","0","0","13","2.7","0.1","0","13","0","0"
"4","19","3","0","0","13","2.6","0.1","0","13","0","0"
"4","19","4","0","0","13","2.6","0.1","0","13","0","0"
"4","19","5","36","10","13","2.6","0.1","9.513","13.181","4707.076","441.962"
"4","19","6","478","72","15","2.5","0.1","166.339","18.621","126158.251","117589.639"
"4","19","7","691","103","17","2.2","0.1","411.099","26.834","358691.436","341883.248"
"4","19","8","800","122","20","2","0.1","652.438","36.264","558113.216","534238.722"
"4","19","9","858","134","22","1.6","0.1","851.519","45.047","700315.133","671401.86"
"4","19","10","888","143","23","1.1","0.1","984.746","52.912","782321.375","750502.295"
"4","19","11","899","147","24","0.9","0.1","1048.253","57.479","816347.931","783323.154"
"4","19","12","901","143","24","0.9","0.1","1037.12","57.128","809264.664","776490.876"
"4","19","13","880","139","24","1","0.1","946.685","53.495","751836.277","721097.405"
"4","19","14","838","131","24","1.1","0.1","790.885","48.068","645169.48","618210.237"
"4","19","15","764","118","23","1.2","0.1","576.072","40.149","487382.148","466013.937"
"4","19","16","634","96","22","1.2","0.1","331.112","31.775","275921.398","262046.082"
"4","19","17","376","57","21","1.2","0.1","99.123","23.759","66113.955","59672.951"
"4","19","18","0","0","19","1.3","0.1","0","19","0","0"
"4","19","19","0","0","19","1.4","0.1","0","19","0","0"
"4","19","20","0","0","18","1.5","0.1","0","18","0","0"
"4","19","21","0","0","17","1.6","0.1","0","17","0","0"
"4","19","22","0","0","17","2","0.1","0","17","0","0"
"4","19","23","0","0","16","2.4","0.1","0","16","0","0"
"4","20","0","0","0","15","2.8","0.1","0","15","0","0"
"4","20","1","0","0","15","3.2","0.1","0","15","0","0"
"4","20","2","0","0","14","3.6","0.1","0","14","0","0"
"4","20","3","0","0","14","3.9","0.1","0","14","0","0"
"4","20","4","0","0","13","4","0.1","0","13","0","0"
"4","20","5","55","12","13","3.9","0.1","11.416","13.176","5695.066","1394.944"
"4","20","6","524","69","15","4","0.1","173.575","17.956","131245.809","122496.924"
"4","20","7","733","96","17","3.9","0.1","423.636","24.616","372686.934","355382.83"
"4","20","8","838","111","18","3.5","0.1","667.03","30.757","581580.975","556874.925"
"4","20","9","762","179","20","3","0.1","819.575","36.948","692091.06","663469.198"
"4","20","10","736","237","21","2.6","0.1","945.316","41.925","778783.456","747089.738"
"4","20","11","708","277","22","2.3","0.1","999.39","45.37","810403.548","777589.405"
"4","20","12","930","130","22","2","0.1","1052.567","48.138","848499.659","814335.619"
"4","20","13","729","229","23","1.7","0.1","907.096","46.981","735494.256","705334.446"
"4","20","14","854","128","22","1.5","0.1","799.771","44.147","661570.733","634030.328"
"4","20","15","774","118","22","1.5","0.1","581.357","38.137","495333.515","473683.556"
"4","20","16","635","99","21","1.5","0.1","334.098","30.197","280016.992","265996.553"
"4","20","17","111","68","19","1.5","0.1","75.823","21.052","58444.231","52274.996"
"4","20","18","0","0","18","1.9","0.1","0","18","0","0"
"4","20","19","0","0","17","2.4","0.1","0","17","0","0"
"4","20","20","0","0","17","2.8","0.1","0","17","0","0"
"4","20","21","0","0","16","3.1","0.1","0","16","0","0"
"4","20","22","0","0","16","3.3","0.1","0","16","0","0"
"4","20","23","0","0","15","3.3","0.1","0","15","0","0"
"4","21","0","0","0","15","3.2","0.1","0","15","0","0"
"4","21","1","0","0","14","3","0.1","0","14","0","0"
"4","21","2","0","0","14","2.9","0.1","0","14","0","0"
"4","21","3","0","0","14","2.9","0.1","0","14","0","0"
"4","21","4","0","0","14","3","0.1","0","14","0","0"
"4","21","5","34","10","14","3.2","0.1","9.513","14.163","4686.561","422.174"
"4","21","6","389","88","16","3.4","0.1","163.025","19.069","126928.658","118332.748"
"4","21","7","590","135","18","3.5","0.1","398.566","25.61","349036.194","332570.13"
"4","21","8","707","162","19","3.5","0.1","632.683","31.093","549476.623","525908.158"
"4","21","9","778","177","20","3.3","0.1","830.962","36.357","703071.568","674060.623"
"4","21","10","824","182","21","3","0.1","969.349","41.02","802138.335","769617.061"
"4","21","11","851","179","22","2.8","0.1","1039.194","44.199","847935.994","813791.926"
"4","21","12","858","172","22","2.6","0.1","1029.817","44.796","839154.699","805321.788"
"4","21","13","850","159","23","2.4","0.1","943.754","44.692","772799.08","741317.412"
"4","21","14","820","143","22","2.3","0.1","787.768","40.482","659614.055","632142.983"
"4","21","15","752","125","22","2.2","0.1","575.028","35.786","493634.756","472044.99"
"4","21","16","632","99","21","2.1","0.1","332.718","29.069","279883.598","265867.886"
"4","21","17","385","58","19","2.1","0.1","100.982","21.309","68022.34","61513.714"
"4","21","18","0","0","17","2.2","0.1","0","17","0","0"
"4","21","19","0","0","17","2.2","0.1","0","17","0","0"
"4","21","20","0","0","16","2","0.1","0","16","0","0"
"4","21","21","0","0","16","1.8","0.1","0","16","0","0"
"4","21","22","0","0","16","1.9","0.1","0","16","0","0"
"4","21","23","0","0","15","2.1","0.1","0","15","0","0"
"4","22","0","0","0","15","2.4","0.1","0","15","0","0"
"4","22","1","0","0","15","2.6","0.1","0","15","0","0"
"4","22","2","0","0","14","2.7","0.1","0","14","0","0"
"4","22","3","0","0","14","2.8","0.1","0","14","0","0"
"4","22","4","0","0","14","2.8","0.1","0","14","0","0"
"4","22","5","52","13","16","2.9","0.1","12.367","16.223","6109.761","1794.944"
"4","22","6","469","76","18","3.1","0.1","170.318","21.348","129315.49","120635.005"
"4","22","7","673","107","20","3.4","0.1","409.204","27.937","355865.138","339157.097"
"4","22","8","181","298","21","3.7","0.1","407.831","28.538","351024.166","334487.66"
"4","22","9","136","387","22","3.8","0.1","492.301","30.94","416876.4","398006.488"
"4","22","10","576","328","23","3.8","0.1","882.144","39.037","732070.335","702031.849"
"4","22","11","293","464","23","3.7","0.1","762.262","37.036","631899.877","605410.828"
"4","22","12","181","469","24","3.7","0.1","645.078","35.871","535325.285","512258.258"
"4","22","13","285","419","23","3.7","0.1","680.384","35.541","568951.582","544693.042"
"4","22","14","747","174","23","3.8","0.1","762.934","36.912","645861.551","618877.785"
"4","22","15","681","149","22","3.8","0.1","556.177","32.166","482536.167","461339.669"
"4","22","16","247","155","21","3.7","0.1","239.573","25.423","204806.019","193450.604"
"4","22","17","318","65","20","3.2","0.1","98.869","21.878","69080.812","62534.68"
"4","22","18","0","0","18","2.9","0.1","0","18","0","0"
"4","22","19","0","0","18","2.9","0.1","0","18","0","0"
"4","22","20","0","0","18","2.9","0.1","0","18","0","0"
"4","22","21","0","0","17","2.9","0.1","0","17","0","0"
"4","22","22","0","0","17","2.8","0.1","0","17","0","0"
"4","22","23","0","0","17","2.6","0.1","0","17","0","0"
"4","23","0","0","0","17","2.3","0.1","0","17","0","0"
"4","23","1","0","0","17","2.1","0.1","0","17","0","0"
"4","23","2","0","0","16","2.1","0.1","0","16","0","0"
"4","23","3","0","0","16","2.1","0.1","0","16","0","0"
"4","23","4","0","0","16","2.2","0.1","0","16","0","0"
"4","23","5","51","14","17","2.4","0.1","11.633","17.229","5700.597","1400.279"
"4","23","6","104","97","19","2.5","0.1","111.589","21.497","91654.295","84308.295"
"4","23","7","652","109","21","2.2","0.1","402.406","30.627","346684.535","330301.8"
"4","23","8","755","129","22","2","0.1","631.901","37.748","537046.895","513918.864"
"4","23","9","813","143","23","2","0.1","824.296","43.499","681056.467","652825.605"
"4","23","10","550","340","24","2","0.1","869.105","45.553","704746.165","675675.882"
"4","23","11","3","156","25","2.1","0.1","149.213","28.611","121609.88","113202.435"
"4","23","12","329","448","25","2.4","0.1","777.352","42.804","632487.547","605977.675"
"4","23","13","818","159","24","2.6","0.1","913.432","44.235","749181.467","718536.665"
"4","23","14","769","152","24","2.7","0.1","755.957","40.475","632583.09","606069.832"
"4","23","15","696","134","23","2.8","0.1","549.918","34.804","473016.059","452156.895"
"4","23","16","556","111","22","2.9","0.1","315.656","28.609","266052.347","252526.731"
"4","23","17","297","66","21","2.9","0.1","97.068","22.945","68222.324","61706.612"
"4","23","18","0","0","20","2.9","0.1","0","20","0","0"
"4","23","19","0","0","20","2.7","0.1","0","20","0","0"
"4","23","20","0","0","19","2.3","0.1","0","19","0","0"
"4","23","21","0","0","19","2","0.1","0","19","0","0"
"4","23","22","0","0","19","2.1","0.1","0","19","0","0"
"4","23","23","0","0","19","2.3","0.1","0","19","0","0"
"4","24","0","0","0","18","2.3","0.1","0","18","0","0"
"4","24","1","0","0","18","2.2","0.1","0","18","0","0"
"4","24","2","0","0","18","2.1","0.1","0","18","0","0"
"4","24","3","0","0","18","2","0.1","0","18","0","0"
"4","24","4","0","0","18","1.9","0.1","0","18","0","0"
"4","24","5","55","16","19","2","0.1","13.222","19.282","6458.591","2131.414"
"4","24","6","456","77","20","2.3","0.1","168.479","23.823","127322.666","118712.794"
"4","24","7","658","107","22","2.4","0.1","403.743","31.298","347113.759","330715.815"
"4","24","8","765","125","23","2.3","0.1","634.977","37.919","539367.35","516157.097"
"4","24","9","818","141","24","2.4","0.1","826.573","43.016","684047.986","655711.123"
"4","24","10","851","148","24","2.7","0.1","954.453","44.765","780292.966","748545.761"
"4","24","11","247","478","24","3","0.1","729.366","39.008","599692.247","574344.443"
"4","24","12","867","147","24","3.4","0.1","1005.089","43.444","823576.421","790295.51"
"4","24","13","843","145","24","3.5","0.1","921.595","41.565","763138.547","731999.19"
"4","24","14","795","140","23","3.5","0.1","763.762","37.579","645752.89","618772.974"
"4","24","15","228","263","23","3.4","0.1","387.757","30.516","332945.736","317049.821"
"4","24","16","383","136","22","3.4","0.1","273.47","27.281","231854.582","219540.729"
"4","24","17","159","70","21","3.1","0.1","83.308","22.647","62568.221","56252.856"
"4","24","18","0","0","20","2.9","0.1","0","20","0","0"
"4","24","19","0","0","20","3","0.1","0","20","0","0"
"4","24","20","0","0","20","3.3","0.1","0","20","0","0"
"4","24","21","0","0","20","3.2","0.1","0","20","0","0"
"4","24","22","0","0","20","3","0.1","0","20","0","0"
"4","24","23","0","0","20","3","0.1","0","20","0","0"
"4","25","0","0","0","20","3.1","0.1","0","20","0","0"
"4","25","1","0","0","20","3.1","0.1","0","20","0","0"
"4","25","2","0","0","20","3","0.1","0","20","0","0"
"4","25","3","0","0","20","2.9","0.1","0","20","0","0"
"4","25","4","0","0","20","3.1","0.1","0","20","0","0"
"4","25","5","0","11","21","3.3","0.1","10.178","21.172","4869.093","598.238"
"4","25","6","52","98","21","3.6","0.1","101.235","22.894","84174.383","77093.426"
"4","25","7","253","192","22","3.8","0.1","298.631","27.447","257974.387","244735.005"
"4","25","8","183","303","22","4","0.1","413.697","29.315","355033.125","338354.566"
"4","25","9","558","278","23","4","0.1","746.024","36.189","628857.828","602476.571"
