"PVWatts Hourly PV Performance Data"
"Requested Location","fairhope, AL"
"Solar Resource Data Location","NSRDB Lat/Lng: 30.53, -87.90"
"Latitude (degrees)", 30.53
"Longitude (degrees)", -87.90
"Elevation (m)","25.533332824707"
"DC System Size (kW)","1034"
"Module Type","Thin Film"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"5","26","18","0","13","24.6","1.5","0.07","12.03","24.885","5704.758","1404.292"
"5","26","19","0","0","24.2","1.7","0.07","0","24.2","0","0"
"5","26","20","0","0","24","1.9","0.07","0","24","0","0"
"5","26","21","0","0","23.9","2.1","0.07","0","23.9","0","0"
"5","26","22","0","0","23.7","2.1","0.07","0","23.7","0","0"
"5","26","23","0","0","23.5","1.8","0.07","0","23.5","0","0"
"5","27","0","0","0","23.3","1.6","0.07","0","23.3","0","0"
"5","27","1","0","0","23.1","1.6","0.07","0","23.1","0","0"
"5","27","2","0","0","23","1.7","0.07","0","23","0","0"
"5","27","3","0","0","22.9","1.7","0.07","0","22.9","0","0"
"5","27","4","0","0","22.9","1.8","0.07","0","22.9","0","0"
"5","27","5","97","36","23.2","1.9","0.07","28.875","23.926","22151.294","17268.062"
"5","27","6","406","87","23.6","2.1","0.07","172.739","27.708","132701.457","123900.993"
"5","27","7","535","145","24.1","2.1","0.07","383.789","33.46","326552.563","310883.183"
"5","27","8","44","267","24.8","2","0.07","279.519","31.73","233798.109","221415.388"
"5","27","9","91","347","25.7","1.9","0.07","403.443","35.892","333400.932","317488.887"
"5","27","10","14","149","26.6","1.9","0.07","154.311","30.491","125359.025","116818.733"
"5","27","11","7","174","27.2","2","0.07","169.726","31.389","137421.867","128454.14"
"5","27","12","47","272","27.4","2.2","0.07","305.001","34.642","249491.761","236552.953"
"5","27","13","750","191","27.4","2.4","0.07","864.463","47.254","699866.095","670968.733"
"5","27","14","409","276","27.2","2.6","0.07","584.851","40.147","484892.852","463612.847"
"5","27","15","0","59","26.8","2.8","0.07","54.753","27.969","43786.618","38136.76"
"5","27","16","130","164","26.3","3","0.07","200.718","30.445","168142.091","158085.824"
"5","27","17","406","78","26","3","0.07","126.227","28.487","87887.454","80674.929"
"5","27","18","73","19","24.4","2.9","0.07","15.534","24.68","7464.857","3102.024"
"5","27","19","0","0","23.9","2.9","0.07","0","23.9","0","0"
"5","27","20","0","0","23.8","2.8","0.07","0","23.8","0","0"
"5","27","21","0","0","23.9","2.7","0.07","0","23.9","0","0"
"5","27","22","0","0","23.9","2.7","0.07","0","23.9","0","0"
"5","27","23","0","0","23.9","2.7","0.07","0","23.9","0","0"
"5","28","0","0","0","23.8","2.7","0.07","0","23.8","0","0"
"5","28","1","0","0","23.8","2.7","0.07","0","23.8","0","0"
"5","28","2","0","0","23.6","2.7","0.07","0","23.6","0","0"
"5","28","3","0","0","23.5","2.7","0.07","0","23.5","0","0"
"5","28","4","0","0","23.6","2.6","0.07","0","23.6","0","0"
"5","28","5","259","42","24.4","2.7","0.07","31.423","25.078","24107.864","19155.303"
"5","28","6","552","82","25.4","2.8","0.07","202.612","29.61","152642.848","143135.781"
"5","28","7","696","105","26.5","2.9","0.07","421.113","35.366","356915.031","340169.789"
"5","28","8","777","120","27.6","2.7","0.07","633.076","41.41","529779.844","506909.314"
"5","28","9","823","133","28.5","2.4","0.07","807.289","47.064","657486.217","630090.542"
"5","28","10","843","143","29.2","2.2","0.07","924.811","51.268","737892.463","707647.676"
"5","28","11","771","205","29.7","2","0.07","961.938","53.561","758052.953","727093.799"
"5","28","12","213","478","29.9","1.9","0.07","670.501","46.824","535178.213","512116.397"
"5","28","13","283","432","29.9","1.8","0.07","674.618","47.309","540226.037","516985.356"
"5","28","14","44","331","29.7","1.8","0.07","346.223","38.632","282417.223","268311.734"
"5","28","15","0","111","29.1","2","0.07","103.098","31.657","83433.235","76378.54"
"5","28","16","0","90","28.1","2.3","0.07","83.437","30.057","68293.962","61775.712"
"5","28","17","32","62","27.4","2.4","0.07","61.503","28.808","48778.086","42951.361"
"5","28","18","14","16","25","2.5","0.07","14.573","25.282","6962.943","2617.895"
"5","28","19","0","0","24.3","2.6","0.07","0","24.3","0","0"
"5","28","20","0","0","24","2.6","0.07","0","24","0","0"
"5","28","21","0","0","23.8","2.4","0.07","0","23.8","0","0"
"5","28","22","0","0","23.6","2.3","0.07","0","23.6","0","0"
"5","28","23","0","0","23.5","2.3","0.07","0","23.5","0","0"
"5","29","0","0","0","23.4","2.2","0.07","0","23.4","0","0"
"5","29","1","0","0","23.2","2.1","0.07","0","23.2","0","0"
"5","29","2","0","0","23.1","2","0.07","0","23.1","0","0"
"5","29","3","0","0","23.3","1.8","0.07","0","23.3","0","0"
"5","29","4","0","0","23.7","1.4","0.07","0","23.7","0","0"
"5","29","5","73","43","24.7","1.2","0.07","35.821","25.753","27595.112","22518.983"
"5","29","6","173","108","26.2","1.3","0.07","137.646","30.142","109351.574","101378.49"
"5","29","7","412","184","27.2","1.5","0.07","362.875","37.243","303895.427","289028.881"
"5","29","8","341","282","27.5","1.5","0.07","494.256","41.164","408871.904","390285.624"
"5","29","9","337","373","28.1","1.3","0.07","637.437","46.512","514292.9","491971.134"
"5","29","10","357","423","28.7","1","0.07","745.402","51.842","587668.754","562746.99"
"5","29","11","357","448","29.2","0.7","0.07","790.403","55.746","612981.921","587163.211"
"5","29","12","285","473","29.6","0.8","0.07","740.134","53.785","577290.195","552736.184"
"5","29","13","299","429","29.6","1.2","0.07","685.819","49.864","544399.602","521011.036"
"5","29","14","159","381","29.3","1.7","0.07","485.223","42.1","395406.229","377297.091"
"5","29","15","241","284","29","1.9","0.07","411.387","39.436","341638.106","325434.186"
"5","29","16","95","172","28.4","2","0.07","194.782","33.239","161673.309","151846.257"
"5","29","17","80","90","28","2.1","0.07","91.716","30.213","72138.584","65484.103"
"5","29","18","17","17","26.2","2.1","0.07","15.405","26.522","7338.663","2980.301"
"5","29","19","0","0","25.6","2.1","0.07","0","25.6","0","0"
"5","29","20","0","0","25.3","2","0.07","0","25.3","0","0"
"5","29","21","0","0","25.1","1.9","0.07","0","25.1","0","0"
"5","29","22","0","0","24.8","1.9","0.07","0","24.8","0","0"
"5","29","23","0","0","24.5","1.8","0.07","0","24.5","0","0"
"5","30","0","0","0","24.2","1.6","0.07","0","24.2","0","0"
"5","30","1","0","0","23.9","1.5","0.07","0","23.9","0","0"
"5","30","2","0","0","23.6","1.5","0.07","0","23.6","0","0"
"5","30","3","0","0","23.5","1.6","0.07","0","23.5","0","0"
"5","30","4","0","0","23.5","1.7","0.07","0","23.5","0","0"
"5","30","5","233","44","24.2","1.8","0.07","32.974","25.047","25401.612","20403.208"
"5","30","6","513","89","25.6","1.8","0.07","199.661","30.634","150866.694","141422.563"
"5","30","7","658","116","27.2","1.6","0.07","413.355","38.392","346297.087","329928.081"
"5","30","8","740","135","28.6","1.2","0.07","622.092","47.083","509748.548","487587.807"
"5","30","9","646","228","29.7","0.6","0.07","757.287","55.943","595021.45","569839.151"
"5","30","10","410","395","30.5","0.3","0.07","771.28","59.626","591556.049","566496.543"
"5","30","11","424","409","30.9","0.4","0.07","822.199","61.005","626218.479","599930.745"
"5","30","12","793","181","30.8","0.7","0.07","950.649","62.808","724627.532","694852.774"
"5","30","13","777","174","30.6","0.8","0.07","871.626","59.183","675870.685","647823.575"
"5","30","14","558","249","30.3","0.8","0.07","673.077","52.383","536058.92","512965.898"
"5","30","15","276","276","29.9","0.8","0.07","424.598","43.842","347624.259","331208.225"
"5","30","16","172","187","29.2","0.8","0.07","237.399","36.984","195061.467","184051.34"
"5","30","17","54","59","28.8","0.9","0.07","61.507","30.748","47465.556","41685.339"
"5","30","18","17","18","27.2","0.9","0.07","16.231","27.645","7712.087","3340.494"
"5","30","19","0","0","26.7","1.2","0.07","0","26.7","0","0"
"5","30","20","0","0","26.3","1.7","0.07","0","26.3","0","0"
"5","30","21","0","0","25.8","2.1","0.07","0","25.8","0","0"
"5","30","22","0","0","25.2","2.3","0.07","0","25.2","0","0"
"5","30","23","0","0","24.6","2.5","0.07","0","24.6","0","0"
"5","31","0","0","0","23.9","2.7","0.07","0","23.9","0","0"
"5","31","1","0","0","23.4","2.8","0.07","0","23.4","0","0"
"5","31","2","0","0","22.9","2.8","0.07","0","22.9","0","0"
"5","31","3","0","0","22.6","2.9","0.07","0","22.6","0","0"
"5","31","4","0","0","22.5","3.1","0.07","0","22.5","0","0"
"5","31","5","242","44","23.2","3.3","0.07","32.951","23.843","25527.541","20524.675"
"5","31","6","529","87","24.8","3.5","0.07","201.254","28.532","152807.958","143295.041"
"5","31","7","683","110","26.7","3.5","0.07","418.676","34.692","355430.208","338737.579"
"5","31","8","775","122","28.2","3.2","0.07","632.048","40.865","529851.83","506978.749"
"5","31","9","833","127","29.2","2.7","0.07","807.958","46.792","658765.519","631324.514"
"5","31","10","868","130","30.1","2.2","0.07","933.881","52.386","742308.131","711906.879"
"5","31","11","887","129","30.6","1.9","0.07","994.694","55.797","778866.463","747169.803"
"5","31","12","891","126","30.9","1.7","0.07","986.315","56.964","769444.489","738081.688"
"5","31","13","878","122","30.9","1.5","0.07","907.512","55.98","713178.137","683809.076"
"5","31","14","760","158","30.8","1.5","0.07","741.434","51.311","595408.463","570212.45"
"5","31","15","738","125","30.3","1.5","0.07","560.268","45.836","462382.011","441899.655"
"5","31","16","699","91","29.2","1.5","0.07","351.986","38.887","286115.453","271878.921"
"5","31","17","438","70","28.4","1.5","0.07","126.03","31.707","85323.296","78201.628"
"5","31","18","108","19","25","2","0.09","14.545","25.31","6945.96","2601.513"
"5","31","19","0","0","25","2","0.09","0","25","0","0"
"5","31","20","0","0","24","2","0.09","0","24","0","0"
"5","31","21","0","0","24","2.2","0.09","0","24","0","0"
"5","31","22","0","0","24","2.3","0.09","0","24","0","0"
"5","31","23","0","0","24","2.2","0.09","0","24","0","0"
"6","1","0","0","0","23","2.1","0.09","0","23","0","0"
"6","1","1","0","0","23","2","0.09","0","23","0","0"
"6","1","2","0","0","23","1.9","0.09","0","23","0","0"
"6","1","3","0","0","23","1.8","0.09","0","23","0","0"
"6","1","4","0","0","23","1.6","0.09","0","23","0","0"
"6","1","5","300","39","24","1.4","0.09","29.594","24.83","22736.184","17832.227"
"6","1","6","604","73","26","1.3","0.09","205.381","31.759","151844.891","142366.099"
"6","1","7","383","194","27","1.2","0.09","357.999","37.624","299079.848","284383.936"
"6","1","8","827","103","28","1.1","0.09","646.666","47.695","529602.869","506738.61"
"6","1","9","874","109","29","1.2","0.09","823.942","53.441","656166.853","628817.929"
"6","1","10","901","113","29","1.6","0.09","947.993","54.614","747590.204","717001.787"
"6","1","11","911","114","30","1.9","0.09","1003.794","55.429","787158.124","755167.659"
"6","1","12","891","126","30","2.2","0.09","986.31","53.529","779080.174","747375.942"
"6","1","13","874","123","30","2.5","0.09","905.06","50.414","725690.989","695878.549"
"6","1","14","841","116","29","2.6","0.09","761.204","45.883","624237.131","598019.604"
"6","1","15","785","106","29","2.7","0.09","570.227","41.451","478469.212","457416.822"
"6","1","16","688","91","28","2.6","0.09","348.371","35.684","286420.791","272173.44"
"6","1","17","506","66","27","2.3","0.09","132.845","29.934","88772.616","81528.725"
"6","1","18","0","25","25","2.2","0.09","21.94","25.45","10680.818","6204.03"
"6","1","19","0","0","25","2.3","0.09","0","25","0","0"
"6","1","20","0","0","25","2.4","0.09","0","25","0","0"
"6","1","21","0","0","25","2.5","0.09","0","25","0","0"
"6","1","22","0","0","25","2.6","0.09","0","25","0","0"
"6","1","23","0","0","25","2.6","0.09","0","25","0","0"
"6","2","0","0","0","25","2.6","0.09","0","25","0","0"
"6","2","1","0","0","25","2.6","0.09","0","25","0","0"
"6","2","2","0","0","25","2.5","0.09","0","25","0","0"
"6","2","3","0","0","24","2.5","0.09","0","24","0","0"
"6","2","4","0","0","24","2.5","0.09","0","24","0","0"
"6","2","5","208","44","25","2.8","0.09","32.934","25.699","25345.868","20349.439"
"6","2","6","491","92","26","3","0.09","196.701","29.96","149336.852","139946.929"
"6","2","7","640","121","27","3","0.09","408.737","35.458","345651.675","329305.538"
"6","2","8","722","142","28","2.7","0.09","615.497","41.423","514294.063","491972.255"
"6","2","9","721","187","29","2.2","0.09","777.815","47.572","630960.813","604505.039"
"6","2","10","751","198","30","1.8","0.09","894.768","53.141","707875.504","678694.336"
"6","2","11","761","205","31","1.8","0.09","949.805","55.552","742965.203","712540.668"
"6","2","12","567","321","31","2","0.09","870.235","52.565","686216.762","657803.05"
"6","2","13","703","223","31","2.4","0.09","855.011","50.63","682979.716","654680.706"
"6","2","14","663","207","31","2.7","0.09","715.36","46.572","583033.494","558275.976"
"6","2","15","593","185","30","2.8","0.09","531.639","41.394","443945.374","424116.301"
"6","2","16","479","152","29","2.8","0.09","324.415","35.917","267637.733","254055.941"
"6","2","17","295","99","28","2.7","0.09","130.792","30.762","96104.483","88600.795"
"6","2","18","34","17","27","2.6","0.09","14.919","27.284","7069.906","2721.067"
"6","2","19","0","0","27","2.7","0.09","0","27","0","0"
"6","2","20","0","0","26","2.8","0.09","0","26","0","0"
"6","2","21","0","0","26","2.7","0.09","0","26","0","0"
"6","2","22","0","0","26","2.7","0.09","0","26","0","0"
"6","2","23","0","0","26","2.8","0.09","0","26","0","0"
"6","3","0","0","0","26","2.8","0.09","0","26","0","0"
"6","3","1","0","0","25","2.8","0.09","0","25","0","0"
"6","3","2","0","0","25","2.7","0.09","0","25","0","0"
"6","3","3","0","0","25","2.6","0.09","0","25","0","0"
"6","3","4","0","0","25","2.4","0.09","0","25","0","0"
"6","3","5","174","46","26","2.3","0.09","36.352","26.845","27983.205","22893.325"
"6","3","6","463","100","27","2.1","0.09","196.103","31.661","148880.648","139506.891"
"6","3","7","629","127","28","1.8","0.09","408.929","38.603","341906.828","325693.386"
"6","3","8","729","142","29","1.7","0.09","619.521","45.422","510417.854","488233.397"
"6","3","9","790","149","30","2","0.09","795.49","49.769","641104.247","614289.051"
"6","3","10","826","152","31","2.5","0.09","914.232","51.61","728284.076","698379.752"
"6","3","11","844","152","31","2.9","0.09","972.989","51.423","773690.022","742176.785"
"6","3","12","841","153","31","3.2","0.09","962.576","50.219","769095.502","737745.067"
"6","3","13","830","144","30","3.3","0.09","885.268","47.405","717104.208","687596.031"
"6","3","14","804","132","30","3.3","0.09","750.553","44.777","617445.862","591468.977"
"6","3","15","751","118","29","3.2","0.09","562.253","40.275","473301.157","452431.892"
"6","3","16","660","98","28","3.1","0.09","345.156","34.985","284739.926","270552.135"
"6","3","17","487","69","27","2.9","0.09","133.65","29.658","90456.149","83152.604"
"6","3","18","118","20","26","2.7","0.09","15.269","26.285","7276.221","2920.072"
"6","3","19","0","0","26","2.7","0.09","0","26","0","0"
"6","3","20","0","0","25","2.8","0.09","0","25","0","0"
"6","3","21","0","0","25","2.9","0.09","0","25","0","0"
"6","3","22","0","0","25","3.1","0.09","0","25","0","0"
"6","3","23","0","0","25","3.2","0.09","0","25","0","0"
"6","4","0","0","0","25","3.4","0.09","0","25","0","0"
"6","4","1","0","0","25","3.5","0.09","0","25","0","0"
"6","4","2","0","0","25","3.6","0.09","0","25","0","0"
"6","4","3","0","0","25","3.5","0.09","0","25","0","0"
"6","4","4","0","0","25","3.4","0.09","0","25","0","0"
"6","4","5","277","40","26","3.5","0.09","29.725","26.562","22709.79","17806.768"
"6","4","6","566","79","27","3.7","0.09","201.26","30.609","150150.691","140731.931"
"6","4","7","14","182","28","3.6","0.09","174.407","31.274","145378.822","136129.149"
"6","4","8","787","116","29","3.6","0.09","632.04","40.89","529843.573","506970.785"
"6","4","9","837","123","29","3.6","0.09","805.281","44.121","662790.797","635207.16"
"6","4","10","865","127","30","3.7","0.09","926.253","47.111","750278.82","719595.134"
"6","4","11","878","128","30","3.8","0.09","983.319","47.887","792241.73","760071.132"
"6","4","12","866","134","30","3.9","0.09","968.689","47.365","782213.75","750398.483"
"6","4","13","851","129","30","4","0.09","889.817","45.732","725335.948","695536.088"
"6","4","14","820","121","30","4.1","0.09","750.164","43.093","621040.424","594936.169"
"6","4","15","767","108","29","4","0.09","562.408","38.979","475767.956","454811.282"
"6","4","16","675","91","28","3.9","0.09","344.746","34.161","285132.328","270930.632"
"6","4","17","503","66","27","3.6","0.09","133.753","29.37","89958.528","82672.616"
"6","4","18","122","21","26","3.3","0.09","16.049","26.271","7667.363","3297.355"
"6","4","19","0","0","26","3.2","0.09","0","26","0","0"
"6","4","20","0","0","26","3.2","0.09","0","26","0","0"
"6","4","21","0","0","26","3.3","0.09","0","26","0","0"
"6","4","22","0","0","25","3.4","0.09","0","25","0","0"
"6","4","23","0","0","25","3.5","0.09","0","25","0","0"
"6","5","0","0","0","25","3.6","0.09","0","25","0","0"
"6","5","1","0","0","25","3.7","0.09","0","25","0","0"
"6","5","2","0","0","25","3.8","0.09","0","25","0","0"
"6","5","3","0","0","25","3.8","0.09","0","25","0","0"
"6","5","4","0","0","25","3.8","0.09","0","25","0","0"
"6","5","5","272","41","26","4.1","0.09","30.508","26.528","23345.802","18420.244"
"6","5","6","560","81","27","4.3","0.09","201.395","30.314","150608.289","141173.314"
"6","5","7","703","104","28","4.4","0.09","419.894","35.031","355730.438","339027.171"
"6","5","8","784","118","29","4.4","0.09","631.417","39.584","531693.141","508754.815"
"6","5","9","827","130","29","4.4","0.09","803.165","42.437","664813.801","637158.481"
"6","5","10","848","140","30","4.3","0.09","922.247","45.624","750727.926","720028.327"
"6","5","11","857","145","30","4.3","0.09","978.268","46.565","791571.705","759424.849"
"6","5","12","528","394","30","4.2","0.09","901.395","45.449","727705.593","697821.767"
"6","5","13","834","143","30","4.2","0.09","887.726","45.254","724559.252","694786.914"
"6","5","14","805","132","30","4.1","0.09","751.553","43.116","621844.681","595711.928"
"6","5","15","755","116","29","4","0.09","563.331","38.994","476331.476","455354.834"
"6","5","16","660","97","28","4","0.09","345.106","34.079","285728.131","271505.323"
"6","5","17","480","71","27","3.8","0.09","135.307","29.336","92365.429","84994.231"
"6","5","18","97","22","26","3.6","0.09","16.831","26.271","8059.497","3675.593"
"6","5","19","0","0","26","3.6","0.09","0","26","0","0"
"6","5","20","0","0","26","3.7","0.09","0","26","0","0"
"6","5","21","0","0","26","3.8","0.09","0","26","0","0"
"6","5","22","0","0","26","3.8","0.09","0","26","0","0"
"6","5","23","0","0","26","3.8","0.09","0","26","0","0"
"6","6","0","0","0","26","3.7","0.09","0","26","0","0"
"6","6","1","0","0","25","3.7","0.09","0","25","0","0"
"6","6","2","0","0","25","3.6","0.09","0","25","0","0"
"6","6","3","0","0","25","3.4","0.09","0","25","0","0"
"6","6","4","0","0","25","3.2","0.09","0","25","0","0"
"6","6","5","259","42","26","3.3","0.09","31.294","26.611","23972.682","19024.911"
"6","6","6","562","79","27","3.5","0.09","199.654","30.691","148760.681","139391.175"
"6","6","7","710","99","28","3.4","0.09","417.81","36.099","352563.882","335972.818"
"6","6","8","795","110","29","3.4","0.09","630.254","41.231","527828.234","505026.858"
"6","6","9","839","120","30","3.5","0.09","802.849","45.31","658086.93","630669.97"
"6","6","10","866","125","31","3.6","0.09","924.175","48.334","745396.296","714885.617"
"6","6","11","288","482","31","3.7","0.09","753.343","44.865","606431.713","580845.103"
"6","6","12","877","126","31","3.8","0.09","971.229","48.669","780751.694","748988.234"
"6","6","13","861","122","31","3.7","0.09","891.989","47.483","722706.148","692999.472"
"6","6","14","830","115","30","3.6","0.09","752.439","44.137","620718.696","594625.841"
"6","6","15","777","104","30","3.5","0.09","565.157","40.806","475099.053","454166.081"
"6","6","16","687","88","29","3.3","0.09","347.464","35.806","285829.487","271603.088"
"6","6","17","513","65","28","3","0.09","135.292","30.638","90468.096","83164.128"
"6","6","18","128","22","27","2.7","0.09","16.802","27.314","8007.105","3625.057"
"6","6","19","0","0","26","2.4","0.09","0","26","0","0"
"6","6","20","0","0","26","2.3","0.09","0","26","0","0"
"6","6","21","0","0","26","2.1","0.09","0","26","0","0"
"6","6","22","0","0","25","2.1","0.09","0","25","0","0"
"6","6","23","0","0","25","2.1","0.09","0","25","0","0"
"6","7","0","0","0","25","2.1","0.09","0","25","0","0"
"6","7","1","0","0","25","2.2","0.09","0","25","0","0"
"6","7","2","0","0","24","2.3","0.09","0","24","0","0"
"6","7","3","0","0","24","2.4","0.09","0","24","0","0"
"6","7","4","0","0","24","2.4","0.09","0","24","0","0"
"6","7","5","291","39","26","2.7","0.09","29.444","26.636","22494.788","17599.384"
"6","7","6","589","72","27","2.9","0.09","198.978","31.048","146933.282","137628.528"
"6","7","7","732","89","29","3","0.09","418.844","37.666","351484.821","334931.993"
"6","7","8","810","101","30","2.9","0.09","630.074","43.276","524097.239","501428.066"
"6","7","9","841","117","31","2.9","0.09","801.019","47.844","650762.682","623605.249"
"6","7","10","865","124","31","3","0.09","921.771","50.035","738979.306","708696.008"
"6","7","11","872","128","32","3","0.09","976.168","52.148","774601.056","743055.537"
"6","7","12","864","132","32","3.1","0.09","964.092","51.571","766914.886","735641.719"
"6","7","13","842","132","32","3.2","0.09","884.45","49.673","710821.899","681536.329"
"6","7","14","800","130","31","3.2","0.09","746.095","45.928","611193.037","585437.714"
"6","7","15","750","115","30","3.1","0.09","560.102","41.417","469502.498","448767.834"
"6","7","16","647","100","29","3","0.09","343.858","36.078","282879.819","268757.939"
"6","7","17","463","74","28","2.7","0.09","136.338","30.822","93543.65","86130.703"
"6","7","18","99","23","27","2.3","0.09","18.74","27.377","8976.326","4559.935"
"6","7","19","0","0","26","2.1","0.09","0","26","0","0"
"6","7","20","0","0","26","2","0.09","0","26","0","0"
"6","7","21","0","0","26","2","0.09","0","26","0","0"
"6","7","22","0","0","26","2","0.09","0","26","0","0"
"6","7","23","0","0","25","1.9","0.09","0","25","0","0"
"6","8","0","0","0","25","1.9","0.09","0","25","0","0"
"6","8","1","0","0","25","2","0.09","0","25","0","0"
"6","8","2","0","0","25","1.9","0.09","0","25","0","0"
"6","8","3","0","0","25","1.8","0.09","0","25","0","0"
"6","8","4","0","0","25","1.7","0.09","0","25","0","0"
"6","8","5","240","43","26","1.6","0.09","32.081","26.861","24584.525","19615.074"
"6","8","6","537","85","27","1.7","0.09","198.771","32.107","148048.28","138704.017"
"6","8","7","690","107","28","1.8","0.09","415.285","38.766","346926.284","330534.983"
"6","8","8","773","122","29","1.9","0.09","626.305","44.919","517442.573","495009.202"
"6","8","9","819","133","30","2.1","0.09","800.57","49.504","646165.243","619170.716"
"6","8","10","841","142","31","2.4","0.09","916.086","52.04","728806.452","698883.618"
"6","8","11","847","149","31","2.6","0.09","970.996","52.485","769189.56","737835.792"
"6","8","12","852","143","32","2.7","0.09","962.587","52.924","761764.087","730673.433"
"6","8","13","831","141","31","2.7","0.09","883.074","50.209","708162.196","678970.87"
"6","8","14","793","136","31","2.6","0.09","746.73","47.558","608023.847","582380.821"
"6","8","15","731","125","30","2.4","0.09","558.76","42.881","465694.466","445094.736"
"6","8","16","630","106","29","2.2","0.09","343.405","37.17","281605.265","267528.547"
"6","8","17","448","77","28","1.9","0.09","136.336","31.296","94062.2","86630.879"
"6","8","18","100","23","27","1.6","0.08","17.552","27.407","8379.241","3984.008"
"6","8","19","0","0","26","1.5","0.08","0","26","0","0"
"6","8","20","0","0","26","1.5","0.08","0","26","0","0"
"6","8","21","0","0","26","1.6","0.08","0","26","0","0"
"6","8","22","0","0","25","1.7","0.08","0","25","0","0"
"6","8","23","0","0","25","1.8","0.08","0","25","0","0"
"6","9","0","0","0","25","1.8","0.08","0","25","0","0"
"6","9","1","0","0","25","1.7","0.08","0","25","0","0"
"6","9","2","0","0","25","1.6","0.08","0","25","0","0"
"6","9","3","0","0","25","1.3","0.08","0","25","0","0"
"6","9","4","0","0","26","1","0.08","0","26","0","0"
"6","9","5","177","46","27","1","0.08","36.35","28.124","27872.371","22786.419"
"6","9","6","452","102","28","1.2","0.08","193.497","33.599","145757.171","136494.091"
"6","9","7","610","132","29","1.4","0.08","402.088","40.383","333566.662","317648.745"
"6","9","8","414","274","29","1.6","0.08","533.346","43.424","438729.717","419085.456"
"6","9","9","419","341","30","1.8","0.08","673.23","47.403","542642.251","519315.955"
"6","9","10","458","389","30","2.1","0.08","805.893","49.57","641911.128","615067.341"
"6","9","11","57","455","31","2.4","0.08","491.148","42.22","394643.275","376561.171"
"6","9","12","765","199","31","2.6","0.08","937.847","51.745","744312.957","713840.666"
"6","9","13","759","185","30","2.8","0.08","865.076","48.483","697120.659","668320.579"
"6","9","14","341","355","30","2.9","0.08","603.345","42.66","494294.519","472681.375"
"6","9","15","448","236","29","3","0.08","492.873","39.199","412829.168","394102.665"
"6","9","16","216","193","28","3.1","0.08","260.841","33.296","217629.311","205819.516"
"6","9","17","251","97","27","2.9","0.08","124.293","29.546","93006.755","85612.832"
"6","9","18","44","22","26","2.5","0.08","18.981","26.368","9140.052","4717.86"
"6","9","19","0","0","26","2.3","0.08","0","26","0","0"
"6","9","20","0","0","25","2.2","0.08","0","25","0","0"
"6","9","21","0","0","25","2.2","0.08","0","25","0","0"
"6","9","22","0","0","25","2.2","0.08","0","25","0","0"
"6","9","23","0","0","25","2.3","0.08","0","25","0","0"
"6","10","0","0","0","25","2.3","0.08","0","25","0","0"
"6","10","1","0","0","25","2.3","0.08","0","25","0","0"
"6","10","2","0","0","25","2.2","0.08","0","25","0","0"
"6","10","3","0","0","25","2","0.08","0","25","0","0"
"6","10","4","0","0","25","1.8","0.08","0","25","0","0"
"6","10","5","225","43","26","1.7","0.08","32.071","26.842","24581.123","19611.793"
"6","10","6","239","122","27","1.7","0.08","163.174","31.259","128453.998","119804.038"
"6","10","7","663","111","28","1.6","0.08","405.738","38.981","338385.546","322296.877"
"6","10","8","741","130","28","1.7","0.08","611.859","44.221","506481.572","484436.592"
"6","10","9","780","148","29","1.8","0.08","782.154","49.258","631555.914","605079.054"
"6","10","10","804","158","30","1.8","0.08","901.106","53.312","713266.716","683894.516"
"6","10","11","821","158","30","1.8","0.08","959.848","54.82","753724.759","722918.97"
"6","10","12","10","211","30","1.8","0.08","207.203","35.33","166545.75","156546.049"
"6","10","13","0","112","30","2","0.08","104.413","32.579","82803.755","75771.365"
"6","10","14","10","228","29","2.1","0.08","220.158","34.338","179559.205","169098.385"
"6","10","15","33","255","29","2.1","0.08","257.378","35.258","212574.307","200943.63"
"6","10","16","0","111","28","2","0.08","102.718","30.555","84514.272","77421.272"
"6","10","17","0","55","27","1.9","0.08","50.986","28.297","41399.645","35834.367"
"6","10","18","0","8","26","1.7","0.08","7.39","26.168","3398.741","0"
"6","10","19","0","0","25","1.7","0.08","0","25","0","0"
"6","10","20","0","0","25","1.7","0.08","0","25","0","0"
"6","10","21","0","0","25","1.7","0.08","0","25","0","0"
"6","10","22","0","0","25","1.8","0.08","0","25","0","0"
"6","10","23","0","0","25","1.7","0.08","0","25","0","0"
"6","11","0","0","0","25","1.7","0.08","0","25","0","0"
"6","11","1","0","0","25","1.6","0.08","0","25","0","0"
"6","11","2","0","0","25","1.5","0.08","0","25","0","0"
"6","11","3","0","0","25","1.4","0.08","0","25","0","0"
